serial,source_text,plagiarized_text,label
456,"Parallel processing uses multiple processors to perform different parts of a task simultaneously.","Parallel processing uses multiple processors to perform different parts of a task simultaneously.",1
457,"Green chemistry designs chemical products and processes to reduce or eliminate hazardous substances.","Green chemistry designs chemical products and processes to reduce or eliminate hazardous substances.",1
458,"Photosynthesis primarily occurs in the chloroplasts of plant cells where chlorophyll captures sunlight.","Photosynthesis primarily occurs in the chloroplasts of plant cells where chlorophyll captures sunlight.",1
459,"Big data analytics finds insights from extremely large datasets using complex algorithms and computing power.","Big data analytics finds insights from extremely large datasets using complex algorithms and computing power.",1
460,"After an earthquake, seismologists analyze aftershocks to assess ongoing geological activity.","After an earthquake, seismologists analyze aftershocks to assess ongoing geological activity.",1
461,"Finite element methods solve engineering problems by dividing structures into discrete elements.","Finite element methods solve engineering problems by dividing structures into discrete elements.",1
462,"Landfills emit methane from decomposing organic waste, which can be captured for energy use.","Landfills emit methane from decomposing organic waste, which can be captured for energy use.",1
463,"A heterogenous mixture contains multiple visible phases or particles mixed together.","A heterogenous mixture contains multiple visible phases or particles mixed together.",1
464,"The cerebrum is divided into the frontal, parietal, occipital, and temporal lobes.","The cerebrum is divided into the frontal, parietal, occipital, and temporal lobes.",1  
465,"Augmented reality overlays digital information onto a user's real-world view through a device.","Augmented reality overlays digital information onto a user's real-world view through a device.",1  
466,"Multi-threading allows a program to run multiple sequences of instructions concurrently.","Multi-threading allows a program to run multiple sequences of instructions concurrently.",1  
467,"In geology, an anticline is an upward fold in rock strata, typically forming hills or mountains.","In geology, an anticline is an upward fold in rock strata, typically forming hills or mountains.",1  
468,"Prenatal development includes the embryo and fetus stages inside the womb.","Prenatal development includes the embryo and fetus stages inside the womb.",1  
469,"The brainstem controls basic life functions like breathing and heartbeat.","The brainstem controls basic life functions like breathing and heartbeat.",1  
470,"The organ systems work together to support life, such as the circulatory and respiratory systems.","The organ systems work together to support life, such as the circulatory and respiratory systems.",1  
471,"Tissue culture techniques grow cells in sterile lab environments for biological research.","Tissue culture techniques grow cells in sterile lab environments for biological research.",1  
472,"Isotope geochemistry studies stable and radioactive isotopes to trace processes in nature.","Isotope geochemistry studies stable and radioactive isotopes to trace processes in nature.",1  
473,"The ozone layer is most depleted by chlorofluorocarbons (CFCs) in the stratosphere.","The ozone layer is most depleted by chlorofluorocarbons (CFCs) in the stratosphere.",1  
474,"Network protocols define rules for data exchange over communication networks.","Network protocols define rules for data exchange over communication networks.",1  
475,"During photosynthesis, carbon dioxide is absorbed from the air and oxygen is released.","During photosynthesis, carbon dioxide is absorbed from the air and oxygen is released.",1  
476,"Marine ecosystems include environments like coral reefs, estuaries, and oceanic zones.","Marine ecosystems include environments like coral reefs, estuaries, and oceanic zones.",1  
477,"The cerebellum integrates sensory information to fine-tune voluntary movements.","The cerebellum integrates sensory information to fine-tune voluntary movements.",1  
478,"Data transmission errors can be detected and corrected with error-correcting codes.","Data transmission errors can be detected and corrected with error-correcting codes.",1  
479,"Kapton is a polyimide film used in spacecraft for its heat-resistant properties.","Kapton is a polyimide film used in spacecraft for its heat-resistant properties.",1  
480,"The social contract theory suggests governments exist by agreement of the governed.","The social contract theory suggests governments exist by agreement of the governed.",1  
481,"Gene therapy aims to treat disease by modifying or replacing defective genes in patients.","Gene therapy aims to treat disease by modifying or replacing defective genes in patients.",1  
482,"The panama paper leaks revealed offshore financial dealings of global figures.","The panama paper leaks revealed offshore financial dealings of global figures.",1  
483,"A truss is a structure made of triangular units which distributes weight effectively.","A truss is a structure made of triangular units which distributes weight effectively.",1  
484,"The Big Bang theory describes an expanding universe from an extremely dense hot state.","The Big Bang theory describes an expanding universe from an extremely dense hot state.",1  
485,"Quantum coherence allows quantum states to be in a superposition of multiple states at once.","Quantum coherence allows quantum states to be in a superposition of multiple states at once.",1  
486,"Probiotic bacteria can benefit gut health by maintaining a balanced microbiome in digestion.","Probiotic bacteria can benefit gut health by maintaining a balanced microbiome in digestion.",1  
487,"Chemical catalysts increase reaction rates without being consumed by lowering activation energy.","Chemical catalysts increase reaction rates without being consumed by lowering activation energy.",1  
488,"Active transport moves molecules across cell membranes against a concentration gradient using energy.","Active transport moves molecules across cell membranes against a concentration gradient using energy.",1  
489,"Cognitive behavioral therapy helps change thought patterns to improve mental health outcomes.","Cognitive behavioral therapy helps change thought patterns to improve mental health outcomes.",1  
490,"Diode circuits allow current to pass in only one direction, useful in rectifier circuits.","Diode circuits allow current to pass in only one direction, useful in rectifier circuits.",1  
491,"Frequency modulation varies the frequency of a carrier signal to encode information.","Frequency modulation varies the frequency of a carrier signal to encode information.",1  
492,"Nuclear spin resonance techniques like NMR are used in chemical structure analysis.","Nuclear spin resonance techniques like NMR are used in chemical structure analysis.",1  
493,"Recycling metals like aluminum saves energy compared to producing them from ore.","Recycling metals like aluminum saves energy compared to producing them from ore.",1  
494,"Nonlinear optics involve interactions of light with matter at high intensities, changing its properties.","Nonlinear optics involve interactions of light with matter at high intensities, changing its properties.",1  
495,"Echolocation is used by bats and dolphins to navigate by emitting sound and listening for echoes.","Echolocation is used by bats and dolphins to navigate by emitting sound and listening for echoes.",1  
496,"Artificial satellites orbit Earth to provide communication, GPS, and weather monitoring services.","Artificial satellites orbit Earth to provide communication, GPS, and weather monitoring services.",1  
497,"Economic bubbles form when asset prices rise rapidly and unsustainably before crashing.","Economic bubbles form when asset prices rise rapidly and unsustainably before crashing.",1  
498,"Green fluorescent protein emits green light when exposed to UV light and is used as a marker in biology.","Green fluorescent protein emits green light when exposed to UV light and is used as a marker in biology.",1  
499,"Nervous system homeostasis ensures stable internal conditions like temperature and pH.","Nervous system homeostasis ensures stable internal conditions like temperature and pH.",1  
500,"Inverted pendulums can be stabilized with feedback control despite being inherently unstable without input.","Inverted pendulums can be stabilized with feedback control despite being inherently unstable without input.",1  
